Client;Secteur1;Secteur2;SecteurParticulier;NbSalaries;CapaciteEmprunt;PrevisionnelAnnuel;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30
C277236;;;;2;8000;[35000];1441,98;0;0;0;0;6,06;61,07;89,88;-20,74;0;327,33;0;23,53;0;0;0;0;17,63;0;2755,86;80,89;0;0;98,97;260,76;125,66;0;9,53;0;107,36
C277255;;;;1;10000;[17500];0;0;2086,58;236,72;0;0;17,14;74,73;0;0;10,27;124,43;28,99;10,44;0;690,7;0;5,04;0;216,25;61,24;0;0;0;0;0;0;66,6;0;36,12
C277257;1;;;1;8000;[19200];1295,16;0;2308,98;24,86;0;1869,24;448,59;4,5;0;0;0;42,19;19,28;433,06;0;2719,28;0;0;0;1329,69;269,78;0;0;258,3;701,38;0;0;12,02;0;23,7
C277260;;;;1;8000;[17500];6584,73;239,19;46,17;961,74;0;831,86;114,59;0;669,16;0;69,91;176,17;0;56,9;0;100,06;0;7,05;0;6923;81,03;0;0;87,74;0;612,44;0;58,49;0;0
C277263;;;;5;35000;[87500];73633,15;6584,61;1130,87;236,28;1651,32;2299,5;16035,89;541,02;3368,78;0;823,51;1425,2;22,47;9936,12;0;0;0;924,61;0;94308,32;3407,9;7235,3;48,74;76,47;0;2066,68;0;223,78;0;38,13
C277267;;;;0;10000;[0];0;0;547,38;44,8;0;0;23,58;141,47;0;0;216,11;0;0;0;0;0;0;14,41;0;34,22;0;0;0;12,35;0;0;0;0;0;34,77
C277283;;;;0;8000;[0];0;21,96;0;386,5;0;0;44,37;67,76;53,68;0;0;0;0;0;0;0;0;0;0;115,29;0;0;0;0;0;0;0;0;0;0
C277287;;1;;2;7600;[44800];531,07;22,35;272,23;178,63;73,2;0;0;28,55;-90,28;0;0;0;0;249,44;0;303,32;0;14,01;0;117,44;32,89;717,48;116,47;0;0;0;0;15,01;0;0
C277292;1;;;8;60000;[153600];4528,62;-329,7;196582,18;398,51;403,15;476,19;5850,16;261,94;2903,55;0;328,8;21,02;1719,42;16,59;0;175503,19;0;2983,1;1702,78;6391,97;76439,92;0;630;5499;655,51;3611,16;0;1205,29;-1464;0
C277293;;;;10;35000;[175000];9671,61;160,03;1294,23;1322,33;0;2137,6;93,6;330,5;242,19;0;85,16;1760,57;605,36;9,19;0;5702,12;0;426,99;271,01;105226,32;2734,85;2105,92;0;810,67;0;-877,79;0;129,86;0;87,73
C277295;;;;20;35000;[350000];4005,15;0;0;27,87;0;64,13;0;114,56;-634,4;0;2672,9;908,46;-87,43;0;0;97,31;0;310,89;107,31;57679,32;2711,25;0;0;764,85;0;-852,87;0;362,82;15,86;4186,56
C277297;;1;;0;8000;[0];0;0;2340,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450,11;0;0;0;0;35,38;0;0;0;0
C277317;;;;4;8000;[42400];539,89;222,82;337,53;42,08;0;56,46;247,5;222,57;-95,16;0;76,7;271,99;0;354,14;0;80,72;0;409,76;0;641,77;0;0;0;198,08;0;152,5;0;77,74;0;88,23
C277321;;;;0;8000;[0];31,24;0;48,63;24,88;0;0;20,67;79,09;0;0;25,56;137,49;0;0;0;126,47;0;0;0;29,76;0;0;0;3,57;0;0;0;0;9,52;0
C277322;;;;0;8000;[0];591,2;0;0;0;0;0;17,63;0;0;0;78,13;0;0;0;0;21,67;0;9,25;0;0;0;0;0;32,89;0;0;0;19,86;0;0
C277345;;;;6;25000;[105000];24296,81;0;12,27;0;0;0;8,59;0;578,77;0;17,01;181,72;13,51;139,35;0;0;0;8,14;0;34905,32;0;0;0;29,34;0;1380,43;0;5,28;0;0
C277351;;1;;4;20000;[89600];104,86;0;335,36;29,26;31273,76;0;127,85;107,55;0;0;0;0;0;402,56;0;0;0;254,26;0;0;1249,96;36619,73;4292,37;132,63;0;0;0;64,94;0;0
C277354;;;;1;10000;[20200];28,13;246,48;831,07;0;0;603,31;224,86;0;0;0;0;0;344,99;0;0;42,94;0;9,6;0;2,89;72,71;0;0;14,71;233,22;0;0;91,79;0;0
C277355;;;;3;20000;[52500];30001,32;1597,86;1098,42;3537,24;5034,5;278;248,8;1071,4;-170,53;0;312,8;3451,58;0;6879,6;0;127,64;0;240,43;0;26053,2;1458,58;0;0;0;0;99,43;0;149,52;3,17;241,58
C277363;;;;2;15000;[35000];22035,91;3085,45;283,27;429,45;0;641,31;110,63;199,01;679,92;0;1792,94;2748,14;953,11;31225,69;0;120,41;0;7,05;66,7;24695,06;574,69;2246,92;0;96,92;180,3;1069,94;0;6,61;15,86;2219,9
C277385;;;;1;8000;[17500];194,91;14,4;0;23,68;2368,44;0;139,8;2,58;-45,14;0;20,61;28,9;19,29;657,78;0;0;0;0;0;686,93;0;0;0;0;0;44,53;0;7,8;0;102,63
C277400;;;;12;70000;[210000];77705,34;13688,89;1096,79;2126,15;0;2021,18;1517,56;2082,97;2562,54;0;413,21;2092,5;110,57;12504,52;0;13,21;0;212,72;816,4;128959,1;2707,59;0;0;977,74;0;3459,31;0;230,04;0;1065,26
C277413;;;;1;5000;[20000];90,73;0;0;0;0;375,48;125,27;3639,45;117,29;0;3019,78;144,23;0;6,7;0;0;0;0;105,66;1633,24;0;0;0;168,02;0;161,04;0;0;0;635,75
C277415;;;;18;50000;[315000];154771,59;21628,4;2280,27;1935,41;2368,93;2922,21;137,79;1594;4270,18;0;2116,33;0;789,67;3104,57;0;0;0;209,84;566,81;114855,31;1250,99;3142,94;0;188,67;145,69;2426,52;0;0;0;0
C277436;;;;6;39000;[105000];74705,9;346,77;1421,01;2325,95;948,03;3708,09;3087,08;1536,81;1686,72;0;1095,19;1621,33;1028,78;1074,22;0;154,04;0;2625,66;1553,12;73775,19;583,43;2453,69;0;2386,09;218,33;2528,45;0;245,06;3,88;1151,96
C277440;;1;;0;5000;[0];0;0;825,76;0;0;0;0;0;0;0;0;418,52;0;1092,67;0;1921,04;0;0;0;0;1013,36;1806,41;378,19;0;0;73,2;0;0;0;84,79
C277445;;;;0;2000;[0];42,55;0;0;13,25;72,54;0;811,1;0;0;0;0;19,03;0;0;0;0;0;227,97;0;0;0;0;0;191,28;0;0;0;14,31;0;10,39
C277447;;;;0;10000;[0];0;0;0;0;0;0;0;19,98;0;0;12,7;0;13,91;505,71;0;0;0;0;0;564,49;0;0;0;1,46;0;0;0;0;0;72,49
C277452;;;;12;8000;[127200];1032,42;0;636,95;230,28;0;1168,45;48,31;0;0;0;0;0;0;0;0;21,15;0;0;0;716,57;0;0;0;0;0;0;0;0;0;0
C277481;;;;14;30000;[245000];4625,77;0;0;0;0;1119,76;0;0;42,7;0;0;0;0;0;0;0;0;0;204,96;13889,43;0;0;0;0;0;-918,05;0;0;0;0
C277486;;;;1;5000;[26600];940,45;0;0;0;0;26,65;817,2;573,82;0;0;0;0;0;0;0;0;0;0;0;236,38;0;0;0;23,44;0;3,66;0;0;0;157,38
C277488;;;;8;20000;[140000];9063,87;84,42;0;0;0;198,58;781,26;27423,96;821,94;0;2040,44;5,44;58,74;54,05;0;0;0;89,32;24,49;1345,49;0;0;0;250,27;0;0;0;23,49;0;526,6
C277492;1;;;5;8000;[212000];0;0;116,92;0;0;0;52,34;0;0;0;0;3,07;0;0;0;10966,42;0;9,93;0;0;6783,52;0;437,98;297,97;0;0;0;129,52;0;0
C277495;;;;0;10000;[0];148,39;0;0;0;0;0;41,48;60,8;0;0;220,76;28,43;0;0;0;0;0;17,97;0;674,7;0;0;0;94,22;0;0;0;0;0;0
C277513;;;;6;40000;[105000];80781,12;1312,61;4137,99;27,47;3077,73;4876,83;1013,8;2089,74;78,8;0;1534,46;0;756,73;1876,71;0;63,39;0;440,26;284,55;26456,18;559,98;0;0;7,34;43,31;1372,5;0;39,66;0;169,24
C277515;;1;;0;8000;[0];0;4,39;0;30,74;0;0;12,71;0;0;0;85,64;0;0;0;0;0;0;56,47;1,6;0;0;0;0;0;0;0;0;0;0;0
C277532;1;;;1;10000;[42400];27,18;0;5140,2;824,65;24893,66;7375,45;255,36;39,95;0;0;61,21;221,8;5326,12;0;567,98;4383,45;0;23,46;16,18;60,54;3600,5;16281,52;3377,34;1224,72;0;0;0;94,04;24414,32;0
C277534;;;;3;30000;[52500];37379,15;9,68;2226,69;473,2;3995,88;3222,37;1571,76;4498,15;969,43;0;1514,91;1433,65;891,21;826,82;0;22,29;0;856,93;5324,43;54003,17;2073,35;4189,39;0;2926,6;2392,38;942,15;0;249,9;0;2573,29
C277550;;;;0;5000;[0];15,99;64,56;0;187,42;0;231,9;98;0;0;0;20;0;14,79;0;0;0;0;0;0;0;0;0;0;73,08;0;0;0;0;0;0
C277559;;;;3;5000;[52500];7171,5;0;2884,31;545,32;0;5458,62;128,73;1254,52;179,32;0;135,33;200,93;1844,05;0;0;9,43;0;28,06;315,3;9294,45;568,22;0;0;212,19;0;315,44;0;0;0;249,64
C277564;;1;;1;8000;[22400];229,93;739,98;1065,94;0;0;346,17;392,06;245,02;0;0;0;0;0;644,66;0;53,29;0;142,01;0;71,93;1891,89;0;0;432,81;0;0;0;0;0;79,79
C277571;;;;10;25000;[175000];61502,92;42,16;2496,33;667,49;0;2394,19;3897,54;26236,12;592,75;0;8263,01;1596,6;1006,77;122,62;0;25,94;0;1378,67;181,71;39731,14;771,54;0;0;2090,24;428,59;687,85;0;400,79;0;9840,57
C277573;;;;60;80000;[1.05e+006];60879,73;0;15040,59;600,79;1931,24;4488,6;3808,48;4137,16;183,6;0;5561,3;132,86;2325,56;314,21;0;766,62;0;2584,24;5930,92;151458,18;10881,4;957,47;0;7212,77;1940,87;272,72;0;530,26;7,86;11569,87
C277575;;1;;1;2000;[22400];116,27;0;295,64;0;0;224,54;168,07;4,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158,04;0;0;0;0;0;0
C277576;;;;12;8000;[210000];2854,25;0;161,19;59,83;0;0;82,58;197,14;24,67;0;0;0;0;0;0;0;0;0;0;2590,62;0;0;0;143,35;0;24,62;0;0;0;0
C277582;;;;5;8000;[87500];54,06;0;329,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479,87;760,4;0;0;0;0;0;0;0;0;0
C277583;;;;6;30000;[120000];18383,34;805,91;130,65;0;0;7323,59;184,01;1553,69;1144,66;0;3389,5;1063,35;200,69;1108,47;0;0;0;0;8103,83;8138,6;0;2840,31;0;0;0;-393,16;0;21,48;0;0
C277585;;;;1;5000;[20000];109,03;0;879,83;0;0;10,08;0;805,49;0;0;90,3;0;0;0;0;275,68;0;0;0;145,28;1418,09;0;0;3,27;0;0;0;6,47;0;222,39
C277587;;;;1;3000;[20000];307,88;0;73,3;0;0;918,11;206,02;67,75;0;0;58,04;0;0;0;0;129,03;0;33,18;32,87;42,26;0;0;0;24,44;0;0;0;128,04;0;328,41
C277588;;;;2;15000;[35000];24717,45;0;1191,6;71,65;1124,78;1668,5;476,1;6618,56;463,75;0;2879,82;101,92;367;0;0;0;0;56,89;1637,3;20935,57;1092,42;1198,17;0;323,87;96,64;631,18;0;73,99;0;1562,61
C277589;;;;1;1000;[17500];124,93;0;0;0;0;143,43;512,62;0;54,9;0;0;20,42;74,77;0;0;0;0;80,86;0;4918,39;43,07;0;0;91,48;0;92,72;0;456,9;0;15,49
C277593;;;;1;6000;[17500];0;0;0;0;0;0;267,17;595,24;0;0;485,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219,42
C277595;;;;4;8000;[70000];723,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143,83;0;0;0;8565,96;40,33;71,55;0;0;0;0;0;58,22;0;0
C277599;;;;1;8000;[20000];150,3;0;2059,58;0;0;1236,28;399,52;63,79;0;0;46,59;0;0;118,29;0;1091,8;0;625,19;0;40,75;4032,6;0;0;311,51;0;0;0;40,35;0;25,08
C277604;;;;0;6000;[0];495,11;0;7,17;0;0;701,56;147,56;0;0;0;0;200,95;196,29;0;0;70,58;0;21,29;393,08;926,05;140,91;0;0;150,44;560,55;173,3;0;7,64;0;0
C277621;1;;;8;22867,35;[153600];2048,64;0;66328,51;0;0;0;364,95;0;-0,48;0;0;0;0;0;0;53869,81;0;0;0;86,63;8203,11;0;0;133,69;0;0;0;81,03;0;0
C277625;;;;1;6000;[20200];120,71;0;12,3;0;0;276,29;85,24;0;0;0;0;0;171,73;0;0;0;0;6,92;0;28,33;5,49;0;0;79,91;0;0;0;0;0;0
C277632;;;;1;5000;[17500];327,73;0;8,68;0;0;76,45;744,25;31,57;0;0;0;0;7,39;0;0;0;0;49,53;0;74,24;0;0;0;1072,94;0;0;0;0;0;0
C277633;;;;0;8000;[0];121,36;0;39,37;0;0;20,06;4,39;0;0;0;0;0;439,29;0;0;173,68;0;0;47,84;90,72;0;0;0;42,49;0;0;0;0;0;0
C277637;;;;2;61000;[57000];8180,48;0;0;222,16;0;0;1306,89;0;0;0;0;545,19;0;0;0;0;0;53,03;13,05;4222,98;0;0;0;967,45;56,35;0;0;87,51;0;0
C277638;;;;3;39000;[85500];77253,13;53,32;558,44;249,94;0;226,58;1434,87;43,25;727,75;0;0;365,51;246,99;0;0;0;0;747,91;2,78;110732,84;0;0;0;2821,02;0;1836,71;0;29,18;786,9;418,4
C277640;;;;0;10000;[0];45,55;0;0;0;0;0;0;726,83;24,4;0;0;0;0;0;0;0;0;25,55;0;628,2;0;0;0;260,35;0;0;0;14,24;0;43,68
C277642;1;;;5;1;[96000];28,88;0;31006,96;0;1197,47;0;124,58;0;987,66;0;0;0;0;0;0;43232,12;0;0;0;30,26;173,28;0;0;14,46;0;1168,76;0;65,39;0;0
C277645;;;;0;10000;[0];512,12;0;0;0;0;504,3;38,2;223,19;3,17;0;208,74;0;0;0;0;0;0;16,84;156,9;281,12;0;0;0;0;0;-6,22;0;0;45,8;45,82
C277647;1;;;4;20000;[76800];101,47;0;29933,39;48,3;152,29;865,49;193,78;209,21;-0,54;0;0;48,31;0;0;0;35448,59;0;508,73;0;402,86;6352,93;0;0;33,65;0;0;0;228,77;0;0
C277648;;;;2;5000;[40400];4287,13;0;184,83;0;0;6516,29;37,27;0;0;0;0;0;4973,22;0;0;0;0;0;0;5513,23;2163,76;0;0;2,2;0;0;0;0;0;0
C277655;;;;10;5000;[266000];1171,84;0;2122,37;0;0;554,61;295,66;100,52;54,89;0;27,3;0;0;0;0;860,98;0;0;188,33;1802,01;2639,85;0;0;0;0;0;0;40,93;0;230,84
C277657;;;;0;10000;[0];0;0;81,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,78;0;0;0;0;0;0
C277664;;;;3;5000;[60600];413,85;0;92,89;0;0;3416,06;0;0;0;0;2144,33;0;406,81;0;0;0;0;0;173,48;11,13;0;0;0;0;0;0;0;0;0;0
C277667;1;;;6;100000;[254400];557,11;0;163704,23;45,05;342,13;1056,12;8008,04;0;219,5;0;0;33,92;0;0;0;139845,28;0;159,84;0;545,66;59384,74;0;691,56;2838,76;0;46,36;0;366,55;0;0
C277678;;;;1;5000;[20200];210,6;0;44,47;0;0;11563,96;187,15;15,61;0;0;0;0;2752,97;0;0;32,21;0;7,08;0;84,99;9,42;0;0;221,97;0;24,4;0;0;0;0
C277686;;;;5;45000;[87500];81705,85;44,21;0;0;6054,87;351,75;438,64;292,04;776,76;0;1192;0;89,62;0;0;0;0;182,4;5988,11;87446,57;0;0;0;1046,86;2385,12;357,19;0;0;0;320,25
C277687;;1;;1;10000;[22400];930,25;229,78;1583,49;0;0;0;549,86;48,77;0;0;1,28;0;0;0;0;1724,17;0;149,25;0;342,41;663,17;0;0;222,92;0;0;0;6,86;0;0
C277689;;;;0;5000;[0];926,49;0;0;0;0;0;125,89;29,43;0;0;0;0;0;0;0;0;0;0;0;439,14;0;0;0;0;0;0;0;0;0;20,85
C277690;;;;1;10000;[21200];66,59;73,4;0;0;0;1613,21;430,34;0;0;0;0;29,5;0;500,49;0;0;0;0;6283,73;0;0;0;0;135,58;0;0;0;29,9;3,29;0
C277703;;;;1;31000;[28500];22188,57;0;0;128,82;0;0;1038,79;0;240,33;0;0;84,14;555,15;0;0;3,73;0;280,59;0;79844,29;0;0;0;952,61;0;2042,89;0;46,34;0;0
C277707;;;;1;10000;[20000];292,04;25,68;11,25;0;0;873,93;404,01;4,83;0;0;69,52;198,4;0;0;0;0;0;9,56;228,21;1563,38;0;0;0;394,47;0;55,39;0;35,26;0;0
C277710;1;;;12;50000;[508800];561,09;0;135303,69;322,41;0;92,52;5394,83;0;231,02;0;10,86;354,56;47,87;0;0;139987,01;0;2867,16;18,91;501,99;69530,76;0;249,53;4523,59;0;329,4;0;1479,53;0;49,9
C277712;;;;4;10000;[70000];14825,73;0;894,31;0;0;1240,91;425,76;327,84;861,6;0;193,89;0;361,78;0;0;0;0;0;1059,28;3357,23;2181,36;0;0;11,11;0;147,78;0;21,89;0;287,64
C277713;;;;0;3000;[0];282,31;0;40,27;0;0;0;47,05;51,17;0;0;0;0;0;0;0;0;0;0;0;106,91;0;0;0;0;0;0;0;0;0;0
C277716;;;;2;10000;[40400];0;0;0;0;0;2295,7;0;0;0;0;0;0;1961,32;0;0;0;0;0;0;0;0;0;0;0;0;-6,22;0;0;0;0
C277717;;;;80;51000;[1.4e+006];11843,13;0;1643,39;116,09;0;859,21;1474,84;1326,64;24,62;0;2127,3;44,29;23,66;5,71;0;606,43;0;779,24;2774,65;11291,62;1238,53;0;0;6578,85;0;0;0;42,16;11,08;606,9
C277719;;;;1;8000;[21200];5804,51;88,02;15,04;0;0;169,24;407,5;2148,84;0;0;230,13;0;0;340,58;0;0;0;96,67;0;835,7;0;0;0;29,37;0;0;0;62,98;19,15;35,27
C277721;;;;5;5000;[101000];4673,78;45,87;3917,31;4,42;0;3622,93;1168,42;73,67;482,5;0;0;0;1588,98;0;0;1069,22;0;15,09;0;2311,25;0;0;0;771,26;0;70,76;0;15,49;0;0
C277722;;;;3;8000;[52500];3415,79;0;143,28;0;0;1436,97;395,72;3668,76;0;0;6443,56;6,03;686,3;137,34;0;1552,55;0;370,03;52,45;7876,34;464,55;0;278,16;2380,24;0;92,72;0;134,16;0;1642,47
C277735;;1;;1;10000;[22400];307,74;0;757,07;0;0;555,14;176,84;215,34;0;0;0;0;0;0;0;133,57;0;0;43,48;337,04;0;0;0;420,09;0;0;0;0;0;0
C277741;;;;0;8000;[0];960,11;0;0;0;0;768,77;112,85;0;26,84;0;0;0;0;0;0;56,45;0;16,91;68,03;2212,1;0;0;0;367,51;0;0;0;25,88;0;0
C277742;;;;5;10000;[100000];10817,48;0;0;0;0;5533,69;2232,31;5528,81;-51,01;0;1641,18;80,64;1966,42;2,59;0;9,43;0;141,2;2855,02;14763,43;0;0;0;1531,2;0;-60,17;0;186,88;0;4184,45
C277754;;;;1;5000;[21200];608,07;0;0;0;0;447,61;126,68;0;0;0;0;0;0;0;0;0;0;0;0;163,87;0;0;0;0;0;0;0;0;0;0
C277756;;;;6;20000;[171000];8153,16;-517,7;769,5;0;0;540,21;3506,05;0;54,89;0;649,04;0;0;931,87;0;0;0;3119,2;0;9522,09;14284,07;0;0;122,18;0;0;0;63,7;0;0
C277763;;;;75;80000;[1.3125e+006];36648,83;9,44;87161,43;0;0;19,82;1180,78;7183,65;796,68;0;1588,32;236,68;0;633,67;0;39783,54;0;1518,23;0;32227,15;52027,36;0;230,03;269,21;0;1170,22;0;421,46;0;3373,23
C277772;;;1;0;8000;[0];0;0;0;0;0;107,82;0;0;0;0;0;0;159,86;0;0;0;0;0;90,16;0;0;0;0;0;782,94;0;0;0;0;0
C277773;;;;1;15000;[20200];0;0;0;0;0;7812,96;0;0;0;0;0;0;17431,68;0;0;0;0;0;0;0;0;0;0;927,2;0;48,8;0;0;0;0
C277777;;;;2;15000;[40400];574,22;4,51;687,8;44,25;0;32014,69;1276,1;9,06;-170,79;0;11,68;0;31866,19;0;0;116,66;0;179,93;0;2943,27;7496,88;0;0;1464,28;0;19,52;0;9,25;0;29,89
C277778;;;;10;60000;[200000];9616,95;31,82;193,13;132,49;10016,44;34634,78;1669,04;11825,16;-283,76;0;1782,22;8,86;1841,16;119,62;0;0;0;380,36;36053,85;11124,58;4,87;24356,91;0;1345,82;1775,27;186,66;0;274,9;0;12425,03
C277779;;;;3;10000;[60600];0;0;0;0;0;1364,35;0;0;-24,4;0;0;0;1042,04;0;0;0;0;0;0;0;0;0;0;0;0;24,4;0;0;0;0
C277786;;;;3;10000;[63600];745,12;20009,21;0;0;0;1757,34;1374,13;584,52;0;0;157,49;0;30,46;23830,71;0;215,78;0;383,1;2267,48;443,31;0;0;0;421,77;0;0;0;253,52;8,78;567,3
C277787;;;;1;10000;[20200];946,61;0;91,78;53,38;0;8982,36;619,36;218,02;54,9;0;18,7;34,11;9308,34;0;0;46,45;0;103,69;1223,66;542,84;16,47;0;381,43;1460,78;0;24,4;0;13,55;0;0
C277788;;;;2;8000;[53200];121,59;0;386,34;0;0;92,33;14,93;0;0;0;0;0;312,88;0;0;58,28;0;6,56;0;82,48;0;0;0;101,38;31,42;0;0;20,39;0;0
C277789;;;;1;10000;[20200];24,54;0;34,56;0;0;2376,41;189,77;0;24,4;0;0;0;1679,53;0;0;90,78;0;0;0;0;0;0;69,63;59,56;0;24,4;0;0;0;0
C277790;;;;4;10000;[80000];75,84;0;0;0;267,76;6767,58;0;0;131,75;0;0;0;60,21;0;0;0;0;0;3907,43;1766,3;0;0;0;37,93;229,07;161,04;0;9,76;0;0
C277793;;;;2;10000;[35000];31,35;0;0;0;0;50,03;205,21;350,7;-383,69;0;2415,04;0;21,64;0;0;0;0;3,53;0;147,67;0;0;0;133,05;0;0;0;0;0;40,16
C277794;;;;6;50000;[121200];1589,2;0;1258,73;84,76;0;48701,1;3167,3;39,16;164,41;0;5,43;217,71;76320,37;28,67;0;10698,57;0;417,86;3326,37;717,97;3865,79;0;2159,85;5600,03;0;-109,19;0;109,52;859,53;0
C277795;;;;2;5000;[40000];534,71;33,52;94,21;0;0;76,57;284,89;243,54;2,05;0;152,39;0;197,57;42,05;0;0;0;5,87;2621,38;1068,17;0;0;0;268,75;0;8,2;0;8,5;0;670,51
C277799;;;;12;45000;[210000];50219,06;0;5396,72;0;0;402,39;1682,21;4459,13;783,2;0;1444,93;1076,66;153,93;0;0;959,58;0;58,3;117,85;62895,93;1463,09;118,46;0;283,86;0;140,54;0;571,4;0;1480,93
C277801;;;;0;8000;[0];210,12;0;254,41;0;0;0;18,62;140,81;0;0;0;0;1165,16;0;0;20,63;0;53,95;0;25,86;0;0;0;0;0;0;0;96,47;0;0
C277805;;;;0;10000;[0];439,97;0;0;0;0;0;1,71;105,24;0;0;8,6;0;0;0;0;0;0;0;0;79,73;0;0;0;0;0;0;0;0;0;0
C277809;;;;1;10000;[21200];959,9;17,75;0;0;0;2700,33;1326,04;274,56;0;0;514,1;0;0;8,09;0;0;0;76,71;275,48;382,84;0;0;0;826,27;0;0;0;5,59;50,51;0
C277812;1;;;1;10000;[19200];7,13;0;11805,92;0;0;110,14;188,52;0;219,59;0;0;0;53,44;0;0;8490,18;0;5,78;0;7,26;4954,71;0;94,87;87,51;0;46,36;0;284,92;0;0
C277829;;;;3;10000;[52500];1600,6;0;0;0;0;57,34;262,36;105,02;-6,22;0;2708,08;152,17;39,19;0;0;56,44;0;0;217,12;2570,13;3,18;0;0;168,68;255,93;0;0;10,71;0;0
C277830;;;;3;39000;[85500];100722,36;26,89;0;132,84;115,8;148,09;3067,46;0;1637,52;0;0;88,57;6,81;0;0;0;0;2713,39;0;124529,34;0;0;0;671,73;31,46;3096,36;0;23,56;0;0
C277835;;;;1;8000;[20000];52,34;0;72,1;0;0;7,71;97,44;39,95;0;0;110,56;0;0;0;0;22,69;0;0;0;50,96;91,13;52,4;724,64;97,94;0;0;0;11,76;0;0
C277837;;1;;6;30000;[134400];65,77;0;27502,48;0;27013,37;0;1369,97;0;164,65;0;0;0;0;0;0;10544,46;0;297,31;0;144,61;6157,28;45128,51;20985,54;0;0;286,7;0;134,32;0;0
C277838;;;;10;10000;[202000];4054;0;417,24;355,13;0;6297,19;432,88;221,57;72,07;0;530,97;806,66;10792,43;0;0;26,86;0;118,51;0;5289,01;3509,96;0;0;1215,52;0;0;0;168,75;0;0
C277839;;;;1;2000;[20000];263,81;0;358,47;0;0;29,35;356,46;27,45;0;0;14,86;0;0;32,55;0;291,73;0;0;0;274,4;68,15;0;127,45;289,7;0;0;0;32,26;0;111,02
C277844;;;;5;20000;[100000];189,4;69,95;5676,23;0;0;23,28;3198,61;823,04;164,43;0;983,56;0;458,38;210,23;0;1682,7;0;1063,16;0;158,83;15344,82;3451,53;0;3662,73;0;350,14;0;461,61;54,61;243,65
C277854;;;;0;3000;[0];63,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;649,24;0;0;0;0;10,58;0;0;0;0;0;0
C277855;;;;1;10000;[20000];19,79;30,93;2586;4,82;0;37,01;906,64;445,71;0;0;157,03;752,09;0;59,63;0;1515,84;0;206,92;15,23;137,43;600,12;0;0;1551,38;0;46,36;0;20,45;20,01;188,36
C277857;;;;1;10000;[20200];0;41,58;0;0;0;1354,75;320,25;0;0;0;0;0;2459,81;0;0;0;0;147,32;0;2545,94;0;0;0;571,17;0;46,36;0;0;0;0
C277858;;;;1;10000;[20200];595,55;0;0;0;0;1791,35;1096,14;0;58,99;0;0;0;1536,98;92,92;0;0;0;0;0;46,8;0;0;0;96,56;0;0;0;0;0;0
C277866;;;;30;60000;[525000];206537,51;233,06;24457,53;664,97;0;6540,55;19946,39;26044,68;2944,69;0;14670,98;1851,46;2039,28;176,94;0;1283,39;0;3683,02;821,44;186068;17994,35;259,93;0;14143,36;294,54;31,77;0;2494,4;71,98;9498,48
C277869;;;;5;20000;[142500];17834,99;0;0;0;0;0;1004,07;0;160,76;0;0;0;0;0;0;0;0;2788,92;0;23745,54;0;0;0;0;0;185,44;0;0;0;0
C277871;;;;6;60000;[105000];16123,23;0;148,21;0;0;1949,46;957,36;3561,81;48,01;0;2509,05;0;1026,67;0;0;45,6;0;402,89;288,58;29095,58;4141,18;0;71,99;1195,51;0;85,4;0;122,15;38,31;983,48
C277872;;;;0;10000;[0];51,25;0;100,29;0;0;65,33;0;0;0;0;0;0;0;0;0;77,01;0;0;0;67,92;197,37;0;0;0;0;163,48;0;6,33;2692,72;0
C277874;;;;17;46000;[297500];4755,41;75,63;0;0;0;648,54;677,75;1889,74;49,23;0;268,6;0;0;17,81;0;9,97;0;27,78;22,07;9979,65;0;0;0;725,46;0;112,83;0;68,91;19,15;2287,79
C277881;;;;1;10000;[20000];222,03;0;1144,53;0;0;47,87;17,87;662,19;0;0;30,38;0;0;0;0;13,91;0;0;0;186,17;264,36;0;0;209,07;56,41;0;0;0;0;0
C277885;;;;1;10000;[20000];334,01;0;9961,4;0;510,75;143,41;151,04;186,55;0;0;12,13;0;0;36,72;0;562,99;0;125,77;0;459,77;9908,63;0;0;191,25;0;0;0;23,46;0;10,1
C277890;;;;0;10000;[0];154,84;0;0;0;0;0;142,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512,25;0;25,01
C277891;;;;1;18293,88;[20200];4043,96;0;0;310,97;0;14320,76;89,53;0;-24,47;0;0;0;16323,81;0;0;0;0;74,96;0;3650,59;0;0;0;4,54;0;24,4;0;0;0;0
C277896;;;;5;30000;[100000];5068,92;0;0;0;457,76;7437,4;712,32;3099;-309,86;0;635,28;0;1253,98;0;0;0;0;12,74;8956,23;3658,16;0;0;0;95,2;0;197,86;0;193,17;0;7140,48
